fpr,tpr
0.0,0.0
0.0,0.0007142857142857143
0.0,0.002857142857142857
0.0008223684210526315,0.002857142857142857
0.0008223684210526315,0.007142857142857143
0.0024671052631578946,0.007142857142857143
0.0024671052631578946,0.012142857142857143
0.003289473684210526,0.012142857142857143
0.003289473684210526,0.02642857142857143
0.004111842105263158,0.02642857142857143
0.004111842105263158,0.035
0.004934210526315789,0.035
0.004934210526315789,0.037142857142857144
0.005756578947368421,0.037142857142857144
0.005756578947368421,0.04
0.006578947368421052,0.04
0.006578947368421052,0.045
0.007401315789473684,0.045
0.007401315789473684,0.04642857142857143
0.008223684210526315,0.04642857142857143
0.008223684210526315,0.05071428571428571
0.009868421052631578,0.05071428571428571
0.009868421052631578,0.055714285714285716
0.01069078947368421,0.055714285714285716
0.01069078947368421,0.05714285714285714
0.011513157894736841,0.05714285714285714
0.011513157894736841,0.065
0.012335526315789474,0.065
0.012335526315789474,0.075
0.013157894736842105,0.075
0.013157894736842105,0.08
0.013980263157894737,0.08
0.013980263157894737,0.08285714285714285
0.014802631578947368,0.08285714285714285
0.014802631578947368,0.08428571428571428
0.015625,0.08428571428571428
0.015625,0.08714285714285715
0.01644736842105263,0.08714285714285715
0.01644736842105263,0.09785714285714285
0.018092105263157895,0.09785714285714285
0.018092105263157895,0.09928571428571428
0.018914473684210526,0.09928571428571428
0.018914473684210526,0.10285714285714286
0.019736842105263157,0.10285714285714286
0.019736842105263157,0.105
0.02055921052631579,0.105
0.02055921052631579,0.11142857142857143
0.02138157894736842,0.11142857142857143
0.02138157894736842,0.11214285714285714
0.022203947368421052,0.11214285714285714
0.022203947368421052,0.11357142857142857
0.023026315789473683,0.11357142857142857
0.023026315789473683,0.13214285714285715
0.023848684210526317,0.13214285714285715
0.023848684210526317,0.1357142857142857
0.024671052631578948,0.1357142857142857
0.024671052631578948,0.14714285714285713
0.02549342105263158,0.14714285714285713
0.02549342105263158,0.15
0.027138157894736843,0.15
0.027138157894736843,0.15071428571428572
0.027960526315789474,0.15071428571428572
0.027960526315789474,0.15428571428571428
0.028782894736842105,0.15428571428571428
0.028782894736842105,0.15785714285714286
0.029605263157894735,0.15785714285714286
0.029605263157894735,0.15928571428571428
0.032072368421052634,0.15928571428571428
0.032072368421052634,0.16357142857142856
0.03289473684210526,0.16357142857142856
0.03289473684210526,0.165
0.033717105263157895,0.165
0.033717105263157895,0.16714285714285715
0.03453947368421053,0.16714285714285715
0.03453947368421053,0.1692857142857143
0.03700657894736842,0.1692857142857143
0.03700657894736842,0.1707142857142857
0.03782894736842105,0.1707142857142857
0.03782894736842105,0.17285714285714285
0.038651315789473686,0.17285714285714285
0.038651315789473686,0.17357142857142857
0.04029605263157895,0.17357142857142857
0.04029605263157895,0.175
0.04111842105263158,0.175
0.04111842105263158,0.17785714285714285
0.04194078947368421,0.17785714285714285
0.04194078947368421,0.18
0.04276315789473684,0.18
0.04276315789473684,0.18285714285714286
0.04358552631578947,0.18285714285714286
0.04358552631578947,0.18357142857142858
0.044407894736842105,0.18357142857142858
0.044407894736842105,0.18428571428571427
0.04523026315789474,0.18428571428571427
0.04523026315789474,0.18714285714285714
0.046052631578947366,0.18714285714285714
0.046052631578947366,0.18928571428571428
0.046875,0.18928571428571428
0.046875,0.19142857142857142
0.04851973684210526,0.19142857142857142
0.04851973684210526,0.19642857142857142
0.049342105263157895,0.19642857142857142
0.049342105263157895,0.19714285714285715
0.05098684210526316,0.19714285714285715
0.05098684210526316,0.2
0.05180921052631579,0.2
0.05180921052631579,0.20357142857142857
0.05263157894736842,0.20357142857142857
0.05263157894736842,0.2042857142857143
0.05345394736842105,0.2042857142857143
0.05345394736842105,0.2057142857142857
0.055098684210526314,0.2057142857142857
0.055098684210526314,0.20857142857142857
0.05592105263157895,0.20857142857142857
0.05592105263157895,0.21142857142857144
0.05674342105263158,0.21142857142857144
0.05674342105263158,0.21571428571428572
0.05838815789473684,0.21571428571428572
0.05838815789473684,0.21785714285714286
0.05921052631578947,0.21785714285714286
0.05921052631578947,0.21928571428571428
0.060032894736842105,0.21928571428571428
0.060032894736842105,0.22214285714285714
0.061677631578947366,0.22214285714285714
0.061677631578947366,0.22285714285714286
0.0625,0.22285714285714286
0.0625,0.22714285714285715
0.06332236842105263,0.22714285714285715
0.06332236842105263,0.22785714285714287
0.06414473684210527,0.22785714285714287
0.06414473684210527,0.2307142857142857
0.0649671052631579,0.2307142857142857
0.0649671052631579,0.2357142857142857
0.06578947368421052,0.2357142857142857
0.06578947368421052,0.23642857142857143
0.06661184210526316,0.23642857142857143
0.06661184210526316,0.24
0.06743421052631579,0.24
0.06743421052631579,0.24142857142857144
0.06825657894736842,0.24142857142857144
0.06825657894736842,0.24214285714285713
0.06907894736842106,0.24214285714285713
0.06907894736842106,0.24357142857142858
0.07072368421052631,0.24357142857142858
0.07072368421052631,0.24785714285714286
0.07154605263157894,0.24785714285714286
0.07154605263157894,0.24857142857142858
0.07236842105263158,0.24857142857142858
0.07236842105263158,0.2557142857142857
0.07319078947368421,0.2557142857142857
0.07319078947368421,0.25785714285714284
0.07483552631578948,0.25785714285714284
0.07483552631578948,0.25857142857142856
0.0756578947368421,0.25857142857142856
0.0756578947368421,0.2592857142857143
0.07648026315789473,0.2592857142857143
0.07648026315789473,0.26
0.078125,0.26
0.078125,0.26071428571428573
0.07894736842105263,0.26071428571428573
0.07894736842105263,0.2621428571428571
0.07976973684210527,0.2621428571428571
0.07976973684210527,0.26357142857142857
0.0805921052631579,0.26357142857142857
0.0805921052631579,0.2664285714285714
0.08141447368421052,0.2664285714285714
0.08141447368421052,0.26785714285714285
0.08223684210526316,0.26785714285714285
0.08223684210526316,0.275
0.08388157894736842,0.275
0.08388157894736842,0.2814285714285714
0.08552631578947369,0.2814285714285714
0.08552631578947369,0.28214285714285714
0.08717105263157894,0.28214285714285714
0.08717105263157894,0.2835714285714286
0.08881578947368421,0.2835714285714286
0.08881578947368421,0.285
0.08963815789473684,0.285
0.08963815789473684,0.28714285714285714
0.09046052631578948,0.28714285714285714
0.09046052631578948,0.28785714285714287
0.0912828947368421,0.28785714285714287
0.0912828947368421,0.2885714285714286
0.09210526315789473,0.2885714285714286
0.09210526315789473,0.2907142857142857
0.09375,0.2907142857142857
0.09375,0.2914285714285714
0.09457236842105263,0.2914285714285714
0.09457236842105263,0.2957142857142857
0.09539473684210527,0.2957142857142857
0.09539473684210527,0.29642857142857143
0.0962171052631579,0.29642857142857143
0.0962171052631579,0.30214285714285716
0.09786184210526316,0.30214285714285716
0.09786184210526316,0.30428571428571427
0.09950657894736842,0.30428571428571427
0.09950657894736842,0.305
0.10197368421052631,0.305
0.10197368421052631,0.3057142857142857
0.10361842105263158,0.3057142857142857
0.10361842105263158,0.31
0.10444078947368421,0.31
0.10444078947368421,0.31214285714285717
0.10526315789473684,0.31214285714285717
0.10526315789473684,0.31785714285714284
0.10608552631578948,0.31785714285714284
0.10608552631578948,0.3192857142857143
0.1069078947368421,0.3192857142857143
0.1069078947368421,0.32071428571428573
0.10855263157894737,0.32071428571428573
0.10855263157894737,0.32142857142857145
0.11019736842105263,0.32142857142857145
0.11019736842105263,0.3242857142857143
0.11101973684210527,0.3242857142857143
0.11101973684210527,0.32571428571428573
0.11348684210526316,0.32571428571428573
0.11348684210526316,0.3292857142857143
0.11430921052631579,0.3292857142857143
0.11430921052631579,0.33071428571428574
0.11513157894736842,0.33071428571428574
0.11513157894736842,0.3335714285714286
0.11595394736842106,0.3335714285714286
0.11595394736842106,0.335
0.11759868421052631,0.335
0.11759868421052631,0.3357142857142857
0.11842105263157894,0.3357142857142857
0.11842105263157894,0.3364285714285714
0.11924342105263158,0.3364285714285714
0.11924342105263158,0.3407142857142857
0.12006578947368421,0.3407142857142857
0.12006578947368421,0.34285714285714286
0.12088815789473684,0.34285714285714286
0.12088815789473684,0.3435714285714286
0.12171052631578948,0.3435714285714286
0.12171052631578948,0.34714285714285714
0.1225328947368421,0.34714285714285714
0.1225328947368421,0.34785714285714286
0.125,0.34785714285714286
0.125,0.35285714285714287
0.12582236842105263,0.35285714285714287
0.12582236842105263,0.3628571428571429
0.12746710526315788,0.3628571428571429
0.12746710526315788,0.36357142857142855
0.12911184210526316,0.36357142857142855
0.12911184210526316,0.365
0.1299342105263158,0.365
0.1299342105263158,0.3692857142857143
0.13075657894736842,0.3692857142857143
0.13075657894736842,0.37
0.13240131578947367,0.37
0.13240131578947367,0.37214285714285716
0.13322368421052633,0.37214285714285716
0.13322368421052633,0.3792857142857143
0.13404605263157895,0.3792857142857143
0.13404605263157895,0.385
0.13486842105263158,0.385
0.13486842105263158,0.38571428571428573
0.13651315789473684,0.38571428571428573
0.13651315789473684,0.38642857142857145
0.13733552631578946,0.38642857142857145
0.13733552631578946,0.3871428571428571
0.13815789473684212,0.3871428571428571
0.13815789473684212,0.38785714285714284
0.13898026315789475,0.38785714285714284
0.13898026315789475,0.38857142857142857
0.13980263157894737,0.38857142857142857
0.13980263157894737,0.3892857142857143
0.140625,0.3892857142857143
0.140625,0.39071428571428574
0.14144736842105263,0.39071428571428574
0.14144736842105263,0.3942857142857143
0.14309210526315788,0.3942857142857143
0.14309210526315788,0.40714285714285714
0.14391447368421054,0.40714285714285714
0.14391447368421054,0.4107142857142857
0.14473684210526316,0.4107142857142857
0.14473684210526316,0.4135714285714286
0.1455592105263158,0.4135714285714286
0.1455592105263158,0.4185714285714286
0.14638157894736842,0.4185714285714286
0.14638157894736842,0.41928571428571426
0.14967105263157895,0.41928571428571426
0.14967105263157895,0.42
0.15296052631578946,0.42
0.15296052631578946,0.4207142857142857
0.15378289473684212,0.4207142857142857
0.15378289473684212,0.42214285714285715
0.15460526315789475,0.42214285714285715
0.15460526315789475,0.4257142857142857
0.15707236842105263,0.4257142857142857
0.15707236842105263,0.4278571428571429
0.15789473684210525,0.4278571428571429
0.15789473684210525,0.4328571428571429
0.15871710526315788,0.4328571428571429
0.15871710526315788,0.4407142857142857
0.16036184210526316,0.4407142857142857
0.16036184210526316,0.44357142857142856
0.16282894736842105,0.44357142857142856
0.16282894736842105,0.4442857142857143
0.16447368421052633,0.4442857142857143
0.16447368421052633,0.44642857142857145
0.16529605263157895,0.44642857142857145
0.16529605263157895,0.4471428571428571
0.1669407894736842,0.4471428571428571
0.1669407894736842,0.44785714285714284
0.16858552631578946,0.44785714285714284
0.16858552631578946,0.45
0.16940789473684212,0.45
0.16940789473684212,0.45071428571428573
0.171875,0.45071428571428573
0.171875,0.4521428571428571
0.17269736842105263,0.4521428571428571
0.17269736842105263,0.4592857142857143
0.17434210526315788,0.4592857142857143
0.17434210526315788,0.46285714285714286
0.17598684210526316,0.46285714285714286
0.17598684210526316,0.4657142857142857
0.17763157894736842,0.4657142857142857
0.17763157894736842,0.4664285714285714
0.17845394736842105,0.4664285714285714
0.17845394736842105,0.46714285714285714
0.17927631578947367,0.46714285714285714
0.17927631578947367,0.4685714285714286
0.18009868421052633,0.4685714285714286
0.18009868421052633,0.4692857142857143
0.18092105263157895,0.4692857142857143
0.18092105263157895,0.47
0.18174342105263158,0.47
0.18174342105263158,0.4714285714285714
0.18503289473684212,0.4714285714285714
0.18503289473684212,0.4764285714285714
0.18667763157894737,0.4764285714285714
0.18667763157894737,0.48
0.1875,0.48
0.1875,0.4807142857142857
0.18914473684210525,0.4807142857142857
0.18914473684210525,0.4835714285714286
0.18996710526315788,0.4835714285714286
0.18996710526315788,0.485
0.19078947368421054,0.485
0.19078947368421054,0.48714285714285716
0.1924342105263158,0.48714285714285716
0.1924342105263158,0.48857142857142855
0.19325657894736842,0.48857142857142855
0.19325657894736842,0.49
0.19490131578947367,0.49
0.19490131578947367,0.4907142857142857
0.19654605263157895,0.4907142857142857
0.19654605263157895,0.49142857142857144
0.19736842105263158,0.49142857142857144
0.19736842105263158,0.49214285714285716
0.1981907894736842,0.49214285714285716
0.1981907894736842,0.49357142857142855
0.19901315789473684,0.49357142857142855
0.19901315789473684,0.495
0.20065789473684212,0.495
0.20065789473684212,0.4992857142857143
0.20230263157894737,0.4992857142857143
0.20230263157894737,0.5007142857142857
0.20394736842105263,0.5007142857142857
0.20394736842105263,0.5014285714285714
0.20476973684210525,0.5014285714285714
0.20476973684210525,0.5021428571428571
0.20559210526315788,0.5021428571428571
0.20559210526315788,0.5028571428571429
0.20723684210526316,0.5028571428571429
0.20723684210526316,0.5035714285714286
0.20888157894736842,0.5035714285714286
0.20888157894736842,0.505
0.21052631578947367,0.505
0.21052631578947367,0.5071428571428571
0.21217105263157895,0.5071428571428571
0.21217105263157895,0.5078571428571429
0.2138157894736842,0.5078571428571429
0.2138157894736842,0.51
0.21463815789473684,0.51
0.21463815789473684,0.5114285714285715
0.21710526315789475,0.5114285714285715
0.21710526315789475,0.5135714285714286
0.21792763157894737,0.5135714285714286
0.21792763157894737,0.5157142857142857
0.21875,0.5157142857142857
0.21875,0.5164285714285715
0.22039473684210525,0.5164285714285715
0.22039473684210525,0.5171428571428571
0.22203947368421054,0.5171428571428571
0.22203947368421054,0.5214285714285715
0.22286184210526316,0.5214285714285715
0.22286184210526316,0.5235714285714286
0.2236842105263158,0.5235714285714286
0.2236842105263158,0.525
0.22450657894736842,0.525
0.22450657894736842,0.5264285714285715
0.22532894736842105,0.5264285714285715
0.22532894736842105,0.5314285714285715
0.22697368421052633,0.5314285714285715
0.22697368421052633,0.5328571428571428
0.22861842105263158,0.5328571428571428
0.22861842105263158,0.5335714285714286
0.23108552631578946,0.5335714285714286
0.23108552631578946,0.5342857142857143
0.23273026315789475,0.5342857142857143
0.23273026315789475,0.535
0.234375,0.535
0.234375,0.5371428571428571
0.23519736842105263,0.5371428571428571
0.23519736842105263,0.5385714285714286
0.23601973684210525,0.5385714285714286
0.23601973684210525,0.5414285714285715
0.23766447368421054,0.5414285714285715
0.23766447368421054,0.5421428571428571
0.23848684210526316,0.5421428571428571
0.23848684210526316,0.5428571428571428
0.24013157894736842,0.5428571428571428
0.24013157894736842,0.545
0.24095394736842105,0.545
0.24095394736842105,0.5457142857142857
0.24177631578947367,0.5457142857142857
0.24177631578947367,0.5464285714285714
0.24259868421052633,0.5464285714285714
0.24259868421052633,0.5471428571428572
