precision,recall,threshold
0.5351681957186545,1.0,0.07125789195116056
0.5353728489483748,1.0,0.07258832312788786
0.5355776587605203,1.0,0.07534140319336591
0.5357826253348641,1.0,0.07816290126687986
0.5359877488514548,1.0,0.08157417110919717
0.5361930294906166,1.0,0.08555804368664842
0.5363984674329502,1.0,0.09088370867943665
0.536604062859333,1.0,0.09311844307849083
0.5368098159509203,1.0,0.09408095878660315
0.5370157268891446,1.0,0.09723868510566479
0.5372217958557176,1.0,0.09932448653676393
0.5374280230326296,1.0,0.10039639332871281
0.5376344086021505,1.0,0.10173734718603354
0.5378409527468305,1.0,0.1032825849577806
0.5380476556495004,1.0,0.10613150301105184
0.5382545174932718,1.0,0.10646689932960171
0.5384615384615384,1.0,0.10823277865810935
0.5386687187379762,1.0,0.10944178774578979
0.5388760585065435,1.0,0.11111539848121435
0.5390835579514824,1.0,0.11179035518420435
0.539291217257319,1.0,0.11215782723878177
0.5394990366088632,1.0,0.11236519449022521
0.5397070161912105,1.0,0.11271842775055696
0.5399151561897416,1.0,0.11625784007475948
0.5401234567901234,1.0,0.11661806417841643
0.5403319181783095,1.0,0.11966468484058111
0.5405405405405406,1.0,0.12221119091785236
0.540749324063345,1.0,0.12256709249367138
0.5409582689335394,1.0,0.1228344562445717
0.5411673753382296,1.0,0.12316133516077254
0.5413766434648105,1.0,0.1232016437948184
0.5415860735009671,1.0,0.12333716488820075
0.5414086687306502,0.9992857142857143,0.12471262195854427
0.5416182733255904,0.9992857142857143,0.12584726336107402
0.5418280402788536,0.9992857142857143,0.12653451142963798
0.5420379697791554,0.9992857142857143,0.1267396481857938
0.5422480620155039,0.9992857142857143,0.12680794530540024
0.5424583171772005,0.9992857142857143,0.12681889980417582
0.5426687354538402,0.9992857142857143,0.12783441770669013
0.5428793170353123,0.9992857142857143,0.12845695237019128
0.5430900621118012,0.9992857142857143,0.12975024554217138
0.5433009708737864,0.9992857142857143,0.12995331237289487
0.5435120435120435,0.9992857142857143,0.1321465535719426
0.5437232802176448,0.9992857142857143,0.13360811019860644
0.5439346811819595,0.9992857142857143,0.13450172839892807
0.544146246596655,0.9992857142857143,0.13516099750166474
0.5443579766536965,0.9992857142857143,0.135933426905625
0.5445698715453484,0.9992857142857143,0.13665515342345483
0.5447819314641744,0.9992857142857143,0.13863596132968486
0.5449941566030385,0.9992857142857143,0.1405980223186803
0.5452065471551052,0.9992857142857143,0.14068806877745246
0.5454191033138401,0.9992857142857143,0.14082710064802562
0.5456318252730109,0.9992857142857143,0.141613854419693
0.5458447132266875,0.9992857142857143,0.14276831886264835
0.5460577673692428,0.9992857142857143,0.14367036493987534
0.5462709878953533,0.9992857142857143,0.14405718876507054
0.546484375,0.9992857142857143,0.14714704722829697
0.5466979288784681,0.9992857142857143,0.15154373042363334
0.5469116497263488,0.9992857142857143,0.15533067302412995
0.5471255377395385,0.9992857142857143,0.15549870047484435
0.547339593114241,0.9992857142857143,0.1561426429067076
0.5475538160469667,0.9992857142857143,0.15699589862106966
0.5477682067345341,0.9992857142857143,0.1572410197426173
0.5479827653740698,0.9992857142857143,0.15887942994011114
0.5481974921630094,0.9992857142857143,0.15999521640091652
0.5480203841630733,0.9985714285714286,0.16165661748808555
0.548235294117647,0.9985714285714286,0.1618330680708189
0.5484503726951746,0.9985714285714286,0.1626306577598234
0.5486656200941915,0.9985714285714286,0.16277961151781295
0.5488810365135454,0.9985714285714286,0.16302309178392088
0.549096622152396,0.9985714285714286,0.16342572867656835
0.5493123772102161,0.9985714285714286,0.1638283627450491
0.5495283018867925,0.9985714285714286,0.1648040609330969
0.5497443963822257,0.9985714285714286,0.16534526865710975
0.5499606608969315,0.9985714285714286,0.16627818805551803
0.5501770956316411,0.9985714285714286,0.16627964853234065
0.5503937007874016,0.9985714285714286,0.16641304734865203
0.550610476565577,0.9985714285714286,0.16710760944056047
0.5508274231678487,0.9985714285714286,0.1675281350130978
0.551044540796216,0.9985714285714286,0.16785301741548106
0.5512618296529969,0.9985714285714286,0.16833327452772337
0.5514792899408284,0.9985714285714286,0.1690419274853107
0.5516969218626677,0.9985714285714286,0.1699888600929854
0.5519147256217923,0.9985714285714286,0.17026944254375553
0.5521327014218009,0.9985714285714286,0.17162278563944675
0.552350849466614,0.9985714285714286,0.17205982418819477
0.5525691699604743,0.9985714285714286,0.17310451227008186
0.5527876631079478,0.9985714285714286,0.17365191962237742
0.5526107594936709,0.9978571428571429,0.1740212436741681
0.552829442026118,0.9978571428571429,0.174461877614371
0.5530482977038796,0.9978571428571429,0.17466662501890826
0.5532673267326733,0.9978571428571429,0.17472383033650468
0.553486529318542,0.9978571428571429,0.17492000214086023
0.5537059056678557,0.9978571428571429,0.17516163537279245
0.5539254559873117,0.9978571428571429,0.1760328704082426
0.5541451804839349,0.9978571428571429,0.17617624118771044
0.5543650793650794,0.9978571428571429,0.1778201449804892
0.5545851528384279,0.9978571428571429,0.1791622691721312
0.5548054011119936,0.9978571428571429,0.18002538709932547
0.55502582439412,0.9978571428571429,0.1809348879946095
0.5552464228934817,0.9978571428571429,0.1812152126568111
0.5554671968190855,0.9978571428571429,0.18284605429403958
0.5556881463802705,0.9978571428571429,0.18354761536116623
0.5559092717867091,0.9978571428571429,0.18538728194671847
0.5557324840764332,0.9971428571428571,0.1856397813040764
0.5559538032656313,0.9971428571428571,0.18657699000919922
0.5561752988047809,0.9971428571428571,0.1866914398363025
0.5563969709047429,0.9971428571428571,0.1867622427480514
0.55622009569378,0.9964285714285714,0.18750367231707943
0.556441962504986,0.9964285714285714,0.18757348211872846
0.5566640063846767,0.9964285714285714,0.1879162623297169
0.5568862275449101,0.9964285714285714,0.1880577100476477
0.5571086261980831,0.9964285714285714,0.18853409905665452
0.5573312025569317,0.9964285714285714,0.18904469527900988
0.5571542765787371,0.9957142857142857,0.19020899599313068
0.5573770491803278,0.9957142857142857,0.190285897602762
0.5576,0.9957142857142857,0.1907379218333467
0.5574229691876751,0.995,0.19105741593838782
0.5576461168935148,0.995,0.1912194137539849
0.5574689627553063,0.9942857142857143,0.19162638767113818
0.5576923076923077,0.9942857142857143,0.1935090124664354
0.5579158316633267,0.9942857142857143,0.19458547101916873
0.557738572574178,0.9935714285714285,0.19514405857659706
0.5575611712795828,0.9928571428571429,0.19682259835284638
0.557784911717496,0.9928571428571429,0.19821373136506631
0.55800883179446,0.9928571428571429,0.19823294717941867
0.5582329317269076,0.9928571428571429,0.19857816138863926
0.5584572117316191,0.9928571428571429,0.19880344716730852
0.5586816720257235,0.9928571428571429,0.1991505832848301
0.5585042219541616,0.9921428571428571,0.1995103964197545
0.5587288817377313,0.9921428571428571,0.2002723931151066
0.558953722334004,0.9921428571428571,0.2006285939529296
0.5591787439613527,0.9921428571428571,0.20185642265181827
0.5594039468385018,0.9921428571428571,0.2034996371970367
0.5596293311845286,0.9921428571428571,0.20439961124482856
0.5594518339379283,0.9914285714285714,0.2056172490219177
0.5596774193548387,0.9914285714285714,0.20626825942471988
0.5599031867688584,0.9914285714285714,0.20630540606859982
0.5601291364003228,0.9914285714285714,0.2065200248926273
0.5599515542995559,0.9907142857142858,0.206575870015493
0.5601777059773829,0.9907142857142858,0.20672920516121251
0.5604040404040403,0.9907142857142858,0.20697667398966102
0.5606305578011318,0.9907142857142858,0.2094619341208281
0.5604528912252326,0.99,0.20978267800157502
0.5606796116504854,0.99,0.20979091560927315
0.5609065155807366,0.99,0.21046940876183615
0.5611336032388664,0.99,0.21055809667638675
