pliegue,recall_1,auc,modelo
1,0.6732142857142858,0.7057971545907892,XGBoost
2,0.7357142857142858,0.7246846582575536,XGBoost
3,0.6618962432915921,0.6948312658641679,XGBoost
4,0.6833631484794276,0.7307747407551619,XGBoost
5,0.6994633273703041,0.7289858319895091,XGBoost
6,0.6910714285714286,0.7204071134626691,XGBoost
7,0.6892857142857143,0.7145833333333333,XGBoost
8,0.6982142857142857,0.7428865373309818,XGBoost
9,0.6928571428571428,0.7176642416225749,XGBoost
10,0.7125,0.6951278659611992,XGBoost
