mod_razona_cuantitat_punt,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,estu_pagomatricula,estu_metodo_prgm,inst_caracter_academico,inst_origen,fami_educacionpadre,fami_ocupacionpadre,fami_educacionmadre,fami_ocupacionmadre,estu_tituloobtenidobachiller,estu_horassemanatrabaja,estu_valormatriculauniversidad,fami_tieneautomovil,fami_tienemotocicleta,edad,desempeno_dicotomico
176,M,Estrato 5,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller pedagógico o normalista,Menos de 10 horas,Entre 1 millón y menos de 2.5 millones,No,No,39,0
139,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,21,1
146,F,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Pensionado,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,23,0
121,F,Estrato 2,No,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,32,1
116,F,Estrato 6,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Empresario,Educación profesional completa,Empresario,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,Si,No,26,1
104,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Otra actividad u ocupación,Bachiller académico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,Si,30,1
131,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,Si,No,33,1
182,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado de nivel técnico o profesional,Postgrado,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,Más de 7 millones,Si,No,24,0
109,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pequeño empresario,Educación profesional completa,Profesional Independiente,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,Si,Si,22,1
119,F,Estrato 2,No,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller pedagógico o normalista,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,Si,Si,20,1
132,M,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,No,No,24,1
165,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,Entre 1 millón y menos de 2.5 millones,No,Si,25,0
129,F,Estrato 2,No,No,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Técnica o tecnológica completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,21,1
112,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Técnica o tecnológica incompleta,Empleado obrero u operario,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,21,1
103,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,Si,Si,22,1
119,F,,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Pensionado,Técnica o tecnológica completa,Pensionado,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,41,1
161,F,Estrato 1,Si,Si, Propios,DISTANCIA VITUAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Trabajador por cuenta propia,Primaria incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,Si,26,0
153,F,Estrato 3,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Educación profesional incompleta,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,Si,No,22,0
90,F,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,Si,No,33,1
132,F,Estrato 4,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,No,No,21,1
173,F,Estrato 5,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,23,0
112,F,Estrato 5,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empresario,Primaria completa,Empresario,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,23,1
94,F,Sin Estrato,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,No Aplica,Otra actividad u ocupación,Secundaria (Bachillerato) incompleta,Pequeño empresario,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,Si,No,34,1
164,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller pedagógico o normalista,Menos de 10 horas,No pagó matrícula,Si,No,24,0
135,F,Estrato 2,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Hogar,Secundaria (Bachillerato) completa,Hogar,Bachiller pedagógico o normalista,Entre 11 y 20 horas,Menos de 500 mil,No,No,42,1
141,M,Estrato 2,Si,No, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Secundaria (Bachillerato) completa,Empleado obrero u operario,Bachiller académico,Más de 30 horas,No pagó matrícula,No,Si,26,1
149,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,No sabe,Pequeño empresario,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,No pagó matrícula,No,Si,50,0
162,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Empleado obrero u operario,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,Entre 500 mil y menos de 1 millón,Si,No,31,0
88,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Pequeño empresario,Técnica o tecnológica completa,Hogar,Bachiller académico,Menos de 10 horas,No pagó matrícula,No,No,23,1
123,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller técnico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,21,1
159,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria completa,Trabajador por cuenta propia,No Aplica,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,45,0
114,F,Estrato 2,No,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Educación profesional completa,Hogar,Bachiller pedagógico o normalista,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,29,1
144,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado con cargo como director o gerente general,Técnica o tecnológica completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,22,0
113,M,Estrato 1,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Otra actividad u ocupación,Primaria incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,32,1
88,M,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,Si,No,25,1
121,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Hogar,Bachiller pedagógico o normalista,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,28,1
140,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Pensionado,Bachiller académico,Entre 11 y 20 horas,No pagó matrícula,No,Si,23,1
108,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Trabajador por cuenta propia,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,21,1
110,F,Estrato 1,No,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Educación profesional completa,Otra actividad u ocupación,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,26,1
150,M,Estrato 2,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,22,0
108,F,Estrato 2,Si,No,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,No,No,21,1
137,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller técnico,0,Entre 1 millón y menos de 2.5 millones,Si,No,21,1
152,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,Si,Si,23,0
134,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Otra actividad u ocupación,Primaria completa,Pensionado,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,44,1
131,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Empleado con cargo como director o gerente general,Primaria incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,21,1
100,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,1
126,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Empleado obrero u operario,Secundaria (Bachillerato) incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
130,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional incompleta,Profesional Independiente,Bachiller técnico,0,Entre 2.5 millones y menos de 4 millones,No,No,21,1
155,M,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Educación profesional completa,Hogar,Bachiller académico,Menos de 10 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,0
212,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,No,No,21,0
157,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,Si,No,22,0
164,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Técnica o tecnológica completa,Pensionado,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,24,0
127,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,Si,30,1
124,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Bachiller técnico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,21,1
126,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Pensionado,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,Si,25,1
135,F,Estrato 2,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,1
160,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Trabajador por cuenta propia,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,0,Más de 7 millones,Si,No,21,0
99,M,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel directivo,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,Si,Si,26,1
134,M,Estrato 1,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional incompleta,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,Entre 500 mil y menos de 1 millón,No,No,31,1
171,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller técnico,0,Menos de 500 mil,No,Si,26,0
149,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) incompleta,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,No pagó matrícula,Si,No,23,0
157,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Postgrado,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Menos de 10 horas,No pagó matrícula,Si,Si,34,0
149,M,Estrato 1,Si,No, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,Menos de 500 mil,No,No,25,0
101,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,No pagó matrícula,No,No,22,1
93,F,Estrato 2,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Pensionado,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,Menos de 500 mil,No,No,25,1
180,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Trabajador por cuenta propia,Educación profesional completa,Hogar,Bachiller académico,Más de 30 horas,No pagó matrícula,No,No,25,0
82,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,Menos de 500 mil,No,No,24,1
140,F,Estrato 5,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Pensionado,Educación profesional incompleta,Empleado con cargo como director o gerente general,Bachiller académico,Entre 11 y 20 horas,No pagó matrícula,Si,Si,23,1
119,M,Estrato 1,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller académico,Entre 21 y 30 horas,No pagó matrícula,No,No,37,1
128,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Primaria completa,Otra actividad u ocupación,Bachiller académico,0,No pagó matrícula,No,No,24,1
152,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Educación profesional incompleta,Empleado de nivel técnico o profesional,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,23,0
135,M,Estrato 1,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Otra actividad u ocupación,Primaria incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,47,1
97,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,39,1
132,F,Estrato 1,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Bachiller técnico,Entre 21 y 30 horas,Más de 7 millones,No,No,23,1
